time,object_id,x,y,vx,vy,mass
0.03333333333333333,0,0.0,4.999999088290377,0.0,-0.0018234195798795684,2.0
0.03333333333333333,1,4.330099210433842,-2.4999995441451883,-0.0015791326046982004,0.0009117097899397842,2.0
0.03333333333333333,2,-4.330099210433842,-2.4999995441451883,0.0015791326046982004,0.0009117097899397842,2.0
0.06666666666666667,0,0.0,4.998925296575288,0.0,-0.06261714073440769,2.0
0.06666666666666667,1,4.329169276628884,-2.499462648287644,-0.054228203802393786,0.031308570367203845,2.0
0.06666666666666667,2,-4.329169276628884,-2.499462648287644,0.054228203802393786,0.031308570367203845,2.0
0.1,0,0.0,4.995824612241416,0.0,-0.12346167118334908,2.0
0.1,1,4.326483996847015,-2.497912306120708,-0.10692127738018213,0.06173083559167454,2.0
0.1,2,-4.326483996847015,-2.497912306120708,0.10692127738018213,0.06173083559167454,2.0
0.13333333333333333,0,0.0,4.990694518496398,0.0,-0.1844065687393539,2.0
0.13333333333333333,1,4.3220411914702055,-2.495347259248199,-0.15970127189763658,0.09220328436967695,2.0
0.13333333333333333,2,-4.3220411914702055,-2.495347259248199,0.15970127189763658,0.09220328436967695,2.0
0.16666666666666666,0,0.0,4.983530840992126,0.0,-0.24550184134377515,2.0
0.16666666666666666,1,4.315837245387173,-2.491765420496063,-0.21261149574014565,0.12275092067188757,2.0
0.16666666666666666,2,-4.315837245387173,-2.491765420496063,0.21261149574014565,0.12275092067188757,2.0
0.19999999999999998,0,0.0,4.9743277290734795,0.0,-0.3067981749475765,2.0
0.19999999999999998,1,4.307867091754195,-2.4871638645367398,-0.2656958444710581,0.15339908747378825,2.0
0.19999999999999998,2,-4.307867091754195,-2.4871638645367398,0.2656958444710581,0.15339908747378825,2.0
0.2333333333333333,0,0.0,4.963077629328954,0.0,-0.3683471688133676,2.0
0.2333333333333333,1,4.298124189089102,-2.481538814664477,-0.3189990046107733,0.1841735844066838,2.0
0.2333333333333333,2,-4.298124189089102,-2.481538814664477,0.3189990046107733,0.1841735844066838,2.0
0.26666666666666666,0,0.0,4.949771251152589,0.0,-0.43020158091959826,2.0
0.26666666666666666,1,4.28660049144681,-2.4748856255762943,-0.3725666661646406,0.21510079045979913,2.0
0.26666666666666666,2,-4.28660049144681,-2.4748856255762943,0.3725666661646406,0.21510079045979913,2.0
0.3,0,0.0,4.934397523934314,0.0,-0.49241558635449717,2.0
0.3,1,4.273286411344793,-2.467198761967157,-0.4264457464004138,0.24620779317724859,2.0
0.3,2,-4.273286411344793,-2.467198761967157,0.4264457464004138,0.24620779317724859,2.0
0.3333333333333333,0,0.0,4.916943545395622,0.0,-0.5550450518575154,2.0
0.3333333333333333,1,4.258170775020115,-2.458471772697811,-0.4806846276099887,0.2775225259287577,2.0
0.3333333333333333,2,-4.258170775020115,-2.458471772697811,0.4806846276099887,0.2775225259287577,2.0
0.36666666666666664,0,0.0,4.897394520477146,0.0,-0.6181478300088771,2.0
0.36666666666666664,1,4.2412407695041265,-2.448697260238573,-0.5353334118870642,0.30907391500443854,2.0
0.36666666666666664,2,-4.2412407695041265,-2.448697260238573,0.5353334118870642,0.30907391500443854,2.0
0.39999999999999997,0,0.0,4.875733690061697,0.0,-0.6817840769951062,2.0
0.39999999999999997,1,4.222481880894311,-2.4378668450308485,-0.5904441963223958,0.3408920384975531,2.0
0.39999999999999997,2,-4.222481880894311,-2.4378668450308485,0.5904441963223958,0.3408920384975531,2.0
0.4333333333333333,0,0.0,4.851942248677473,0.0,-0.7460165984051622,2.0
0.4333333333333333,1,4.201877823082634,-2.4259711243387363,-0.6460713724745061,0.3730082992025811,2.0
0.4333333333333333,2,-4.201877823082634,-2.4259711243387363,0.6460713724745061,0.3730082992025811,2.0
0.4666666666666666,0,0.0,4.825999250168019,0.0,-0.8109112281572539,2.0
0.4666666666666666,1,4.179410456062677,-2.4129996250840096,-0.7022719545326892,0.40545561407862696,2.0
0.4666666666666666,2,-4.179410456062677,-2.4129996250840096,0.7022719545326892,0.40545561407862696,2.0
0.49999999999999994,0,0.0,4.797881500133656,0.0,-0.8765372464448329,2.0
0.49999999999999994,1,4.155059692780454,-2.398940750066828,-0.7591059412719536,0.43826862322241644,2.0
0.49999999999999994,2,-4.155059692780454,-2.398940750066828,0.7591059412719536,0.43826862322241644,2.0
0.5333333333333333,0,0.0,4.767563433738363,0.0,-0.9429678435525153,2.0
0.5333333333333333,1,4.128803393311213,-2.3837817168691817,-0.8166367177328921,0.47148392177625764,2.0
0.5333333333333333,2,-4.128803393311213,-2.3837817168691817,0.8166367177328921,0.47148392177625764,2.0
0.5666666666666667,0,0.0,4.7350169772301545,0.0,-1.0102806375679074,2.0
0.5666666666666667,1,4.100617244931594,-2.3675084886150772,-0.8749315035772532,0.5051403187839537,2.0
0.5666666666666667,2,-4.100617244931594,-2.3675084886150772,0.8749315035772532,0.5051403187839537,2.0
0.6,0,0.0,4.700211391233836,0.0,-1.0785582554533686,2.0
0.6,1,4.070474626406063,-2.350105695616918,-0.9340618563154008,0.5392791277266843,2.0
0.6,2,-4.070474626406063,-2.350105695616918,0.9340618563154008,0.5392791277266843,2.0
0.6333333333333333,0,0.0,4.663113093533263,0.0,-1.147888988706412,2.0
0.6333333333333333,1,4.038346454510568,-2.3315565467666315,-0.9941042391301128,0.573944494353206,2.0
0.6333333333333333,2,-4.038346454510568,-2.3315565467666315,0.9941042391301128,0.573944494353206,2.0
0.6666666666666666,0,0.0,4.623685458653409,0.0,-1.2183675370106508,2.0
0.6666666666666666,1,4.004201010464056,-2.3118427293267043,-1.0551406649032478,0.6091837685053254,2.0
0.6666666666666666,2,-4.004201010464056,-2.3118427293267043,1.0551406649032478,0.6091837685053254,2.0
0.7,0,0.0,4.581888591065886,0.0,-1.2900958559668172,2.0
0.7,1,3.9680037435170186,-2.290944295532943,-1.1172594303793852,0.6450479279834086,2.0
0.7,2,-3.9680037435170186,-2.290944295532943,1.1172594303793852,0.6450479279834086,2.0
0.7333333333333333,0,0.0,4.5376790682556205,0.0,-1.3631841283330248,2.0
0.7333333333333333,1,3.9297170484387647,-2.2688395341278103,-1.1805559572927995,0.6815920641665124,2.0
0.7333333333333333,2,-3.9297170484387647,-2.2688395341278103,1.1805559572927995,0.6815920641665124,2.0
0.7666666666666666,0,0.0,4.491009649177017,0.0,-1.437751882375145,2.0
0.7666666666666666,1,3.889300013030832,-2.2455048245885085,-1.2451337608969733,0.7188759411875725,2.0
0.7666666666666666,2,-3.889300013030832,-2.2455048245885085,1.2451337608969733,0.7188759411875725,2.0
0.7999999999999999,0,0.0,4.4418289427639435,0.0,-1.5139292861691482,2.0
0.7999999999999999,1,3.846708131045633,-2.2209144713819717,-1.3111055708747452,0.7569646430845741,2.0
0.7999999999999999,2,-3.846708131045633,-2.2209144713819717,1.3111055708747452,0.7569646430845741,2.0
0.8333333333333333,0,0.0,4.390081030099074,0.0,-1.5918586533224193,2.0
0.8333333333333333,1,3.8018929749725157,-2.195040515049537,-1.3785946353448166,0.7959293266612096,2.0
0.8333333333333333,2,-3.8018929749725157,-2.195040515049537,1.3785946353448166,0.7959293266612096,2.0
0.8666666666666666,0,0.0,4.335705032542449,0.0,-1.6716962040117596,2.0
0.8666666666666666,1,3.754801822022645,-2.1678525162712243,-1.447736245981657,0.8358481020058798,2.0
0.8666666666666666,2,-3.754801822022645,-2.1678525162712243,1.447736245981657,0.8358481020058798,2.0
0.8999999999999999,0,0.0,4.278634616498289,0.0,-1.7536141360407336,2.0
0.8999999999999999,1,3.7053772252404054,-2.1393173082491446,-1.5186795316233372,0.8768070680203668,2.0
0.8999999999999999,2,-3.7053772252404054,-2.1393173082491446,1.5186795316233372,0.8768070680203668,2.0
0.9333333333333332,0,0.0,4.218797423473066,0.0,-1.8378030745726361,2.0
0.9333333333333332,1,3.6535565199144227,-2.109398711736533,-1.5915895798261912,0.9189015372863181,2.0
